Date,Close,High,Low,Open,Volume,Symbol
2023-01-03,92.86895751953125,92.99787098124295,91.27652926454134,92.1485754506284,3124909,MMM
2023-01-04,94.90119934082031,95.00736214947247,93.05095103965212,93.53626377093376,3312561,MMM
2023-01-05,93.24053192138672,94.46139391945782,92.86138197468266,94.18840678814686,3117494,MMM
2023-01-06,96.09174346923828,96.40264837392435,93.83959436687566,94.52964231236187,2890732,MMM
2023-01-09,96.14482879638672,98.16949222962238,95.6291886858933,96.30407649697186,3434075,MMM
2023-01-10,97.16094207763672,97.20643647190197,96.07657021663802,96.3571408923888,1971128,MMM
2023-01-11,97.91165924072266,97.96473718770605,96.774209423397,97.76757866582564,2408146,MMM
2023-01-12,98.0860824584961,98.44248179641144,96.90313114205279,98.2756574577235,2200042,MMM
2023-01-13,98.20738983154297,98.28322535459377,97.21402059187271,97.38084490398533,2025306,MMM
2023-01-17,96.00074768066406,98.50313326379182,95.84150691172228,98.39697044473066,4199036,MMM
2023-01-18,93.08128356933594,96.44813150031607,92.70971720540251,96.19031149498043,5093166,MMM
2023-01-19,89.80543518066406,92.73247205092746,89.72202301951278,92.51256977854676,5955721,MMM
2023-01-20,91.4888687133789,91.53436311190515,88.53908110593846,89.89643329825722,5230706,MMM
2023-01-23,92.98271942138672,93.95334502414696,91.30687873548214,91.45853595871955,4080991,MMM
2023-01-24,87.2044677734375,90.99596727479997,86.82531782330125,87.99310188389681,12290694,MMM
2023-01-25,85.6347885131836,88.1447575407567,85.49829148905138,86.82531629111048,7167867,MMM
2023-01-26,86.10494232177734,86.52200314748978,84.74758318150346,86.0746081092527,5532218,MMM
2023-01-27,87.39403533935547,87.79593591305924,86.03667641876687,86.24141848157065,4920942,MMM
2023-01-30,85.369384765625,87.96277307474237,85.35421765960031,86.80257249545564,7059868,MMM
2023-01-31,87.26513671875,87.26513671875,85.21772958107809,85.80162166118537,6065155,MMM
2023-02-01,87.85659790039062,88.52390203656162,86.18075746766654,86.86322870772993,3708557,MMM
2023-02-02,91.21586608886719,91.64051733821357,87.59119796140104,88.03100939596736,5880971,MMM
2023-02-03,89.09263610839844,90.4120774129745,88.56182893319655,90.18458466971659,3208150,MMM
2023-02-06,88.34192657470703,88.91823511085006,87.87178086567461,88.56183578224332,2974811,MMM
2023-02-07,88.64524841308594,88.88031780918149,87.030069176634,87.8262800051776,2610509,MMM
2023-02-08,87.39403533935547,88.48598378191004,87.21204393226304,88.09167367940924,3003993,MMM
2023-02-09,85.6347885131836,88.56182524626655,85.27838230767713,88.28883119800214,4307872,MMM
2023-02-10,86.35517120361328,86.61299122944095,85.46037428672949,85.86227489004592,2720302,MMM
2023-02-13,87.41678619384766,87.674606201265,86.29450354112595,86.72673140412853,2688130,MMM
2023-02-14,86.60542297363281,87.26514371929987,85.64996438759074,87.0452414169448,2944911,MMM
2023-02-15,87.04522705078125,87.06797078913263,85.83952522686727,86.18076433373528,3022651,MMM
2023-02-16,86.05406188964844,87.08363556155696,85.10132081816649,86.43823190269481,3223340,MMM
2023-02-17,86.8147201538086,86.85313996045187,85.03985829424829,86.0233282242662,3381929,MMM
2023-02-21,83.94113159179688,86.3614042138176,83.88735087171368,86.0540667837189,4651364,MMM
2023-02-22,83.70295715332031,84.8093635855677,83.37256780954635,84.15627587117879,3175380,MMM
2023-02-23,83.67990112304688,84.7402107402383,82.9883936316761,84.28688503391248,3520785,MMM
2023-02-24,82.82704162597656,83.39561271902015,82.0279657067093,83.06522340288808,3424028,MMM
2023-02-27,83.18816375732422,85.04754233561422,83.13437602353902,83.64148245894275,4252976,MMM
2023-02-28,82.78095245361328,83.68759698426457,82.40446631239679,83.07292201322149,4043078,MMM
2023-03-01,84.67874145507812,86.30762223108276,84.31762328084503,85.31646824246243,5877981,MMM
2023-03-02,84.44055938720703,84.70179306442438,82.76557484418153,84.32530696725652,9076803,MMM
2023-03-03,85.48550415039062,86.04639133508192,84.21774150762951,85.11670200215056,3636797,MMM
2023-03-06,84.46361541748047,85.76210691613268,84.27153037844332,85.59307376439949,3373677,MMM
2023-03-07,82.2815170288086,84.52507260971636,82.24310423095667,84.51738864796317,4033869,MMM
2023-03-08,82.3353042602539,82.80399086977722,81.58233210033403,82.55044116620644,4107901,MMM
2023-03-09,81.07523345947266,83.41098978035569,80.99840084595196,82.7194822368401,4142585,MMM
2023-03-10,79.95345306396484,82.21236959062034,79.70758030608214,81.09059528915856,4417904,MMM
2023-03-13,79.5231704711914,80.42981477313954,78.93154753825661,79.65379079759043,5036476,MMM
2023-03-14,78.96997833251953,80.80631206409504,77.88661679821887,80.36067731758311,5707312,MMM
2023-03-15,78.96997833251953,79.00071418087012,77.04144406680659,77.84820399869494,5850473,MMM
2023-03-16,80.0687026977539,80.23773583110115,77.97112841045563,78.20163323659378,4356550,MMM
2023-03-17,79.15437316894531,80.26078650240065,78.34761330057343,80.17626292609111,13617297,MMM
2023-03-20,80.14553833007812,80.2531067856114,79.30804958239337,79.454030836458,3255392,MMM
2023-03-21,80.13015747070312,81.04447867876377,79.42328216741733,80.86007764502192,3137826,MMM
2023-03-22,78.0172348022461,80.32993905930203,77.9864989548176,80.15322195841638,3355378,MMM
2023-03-23,77.60232543945312,79.08522484793177,77.41792438494676,78.10943184480253,3800051,MMM
2023-03-24,77.70989990234375,77.86357213359825,76.9569277030311,77.11827688547972,4249268,MMM
2023-03-27,77.97880554199219,78.5857963896536,77.2949820959857,78.53969262409858,3345690,MMM
2023-03-28,78.17089080810547,79.0083864645523,77.84050853082847,78.05564541565408,2945509,MMM
2023-03-29,79.28500366210938,79.3234164635309,78.29384261298203,78.99303412109823,3853034,MMM
2023-03-30,78.96997833251953,79.84588691228238,78.77789330215701,79.71526656770672,2810241,MMM
2023-03-31,80.76020812988281,80.82167982646091,79.14669528025077,79.52318137813444,4319354,MMM
2023-04-03,80.34529876708984,81.32108470310786,80.04564531804618,80.79093345466295,4804691,MMM
2023-04-04,78.56275939941406,80.5988622015502,78.42446209835958,80.5988622015502,4154067,MMM
2023-04-05,78.5934829711914,78.96228506427575,78.12479639365395,78.64726368855226,3171792,MMM
2023-04-06,78.03260803222656,78.98534925815594,78.001872182708,78.63959198381595,2893363,MMM
2023-04-10,78.95460510253906,79.23889064793485,77.64074582664422,78.06333566940917,3444719,MMM
2023-04-11,80.3376235961914,80.50665673642982,79.37719846631747,79.62306421476296,3530592,MMM
2023-04-12,80.19164276123047,80.79094978042222,79.66917536827981,80.67569735197537,3258861,MMM
2023-04-13,81.55928039550781,81.78210126365934,79.97650346601871,80.55275151887817,4108499,MMM
2023-04-14,81.2673110961914,82.30456881152493,80.68337206916094,81.44402819446647,3341146,MMM
2023-04-17,82.04332733154297,82.28919305118137,81.39792368294297,81.56695680337647,2911184,MMM
2023-04-18,81.65148162841797,82.44287360543458,81.34414418957603,82.38908587290737,2286872,MMM
2023-04-19,81.5054931640625,81.70526214827075,81.02912959976777,81.21353066043477,2293928,MMM
2023-04-20,80.46822357177734,81.12899511015446,79.99185306685835,81.02911764370155,4419579,MMM
2023-04-21,80.27615356445312,80.76789208244855,79.95345520111327,80.66032362436383,7644593,MMM
2023-04-24,80.72178649902344,80.91387150798624,80.18394426737949,80.71410253779185,4229056,MMM
2023-04-25,80.19164276123047,82.44288255905421,80.03029356795376,81.19817175584083,6065394,MMM
2023-04-26,79.07755279541016,80.8293700879562,78.96230036625835,79.90735766565652,3795386,MMM
2023-04-27,80.92924499511719,80.97534175476282,79.20047979558271,79.20047979558271,2862148,MMM
2023-04-28,81.61306762695312,81.75905590042986,80.79094675519104,80.91388314165863,4764505,MMM
2023-05-01,81.32877349853516,82.08174564098158,81.10595964696077,81.70525956975837,2738003,MMM
2023-05-02,79.12364196777344,81.21353238455679,78.87777621863584,81.06754411872964,3602352,MMM
2023-05-03,79.0083999633789,80.36835612051215,78.88546357805832,79.52318336962638,2459096,MMM
2023-05-04,78.24773406982422,79.12363555008638,77.41792233559792,78.79325325738884,3543987,MMM
2023-05-05,79.40792083740234,79.50780532321288,78.40908299021055,78.98533802121436,2324785,MMM
2023-05-08,78.63191223144531,79.85357106440225,78.10175390070764,79.56928549922574,2504424,MMM
2023-05-09,77.44866943359375,78.17858977683578,77.14133196926015,77.96345986162541,3733194,MMM
2023-05-10,77.5254898071289,78.1401646387505,76.52665196938571,77.90197586295024,3281944,MMM
2023-05-11,77.43328857421875,77.60232169754667,76.680316469473,77.2181516840304,3317704,MMM
2023-05-12,77.04144287109375,77.80978298061893,76.27310276156857,77.76368621972281,2937496,MMM
2023-05-15,77.21048736572266,77.4717280892327,76.27311397688847,76.88778895925708,2878772,MMM
2023-05-16,75.30499267578125,76.86472476029564,75.29730871391357,76.8339889128249,4476748,MMM
2023-05-17,76.97229766845703,77.07218216760126,75.29731306994185,75.62001845431115,4279288,MMM
2023-05-18,77.72111511230469,77.87712326800381,76.48868698145556,76.78509464805029,3485503,MMM
2023-05-19,77.24530029296875,78.3685319119605,76.964494167592,78.19692223743743,3229080,MMM
2023-05-22,79.33575439453125,79.59315822688176,76.69148784998914,77.12829500041589,5008011,MMM
2023-05-23,78.54792022705078,80.21716225137007,78.51671717991925,79.33574022725482,4324975,MMM
2023-05-24,75.654052734375,78.54792189268838,75.6384512104784,78.35291707894794,4942590,MMM
2023-05-25,75.70085906982422,75.82566415815565,74.37482902781248,75.31084939658732,3731042,MMM
2023-05-26,75.61505126953125,76.00506090910672,75.17043629462432,75.7008525361398,3333730,MMM
2023-05-30,74.92863464355469,75.81785748329463,74.25781891199308,75.60725113737152,3433477,MMM
2023-05-31,72.7835922241211,74.70243766910713,72.6899901808897,74.10182159275365,7405273,MMM
2023-06-01,73.54020690917969,73.77421556828672,72.0581757931172,72.90839491756608,3982082,MMM
2023-06-02,79.97535705566406,81.55099713851527,74.91303250283049,74.95983707597675,16938828,MMM
2023-06-05,76.42627716064453,79.94415772554336,76.37167182276721,78.70392900676599,7070752,MMM
2023-06-06,76.6680908203125,77.71331486525908,75.88807138908682,76.48868748992821,5351024,MMM
2023-06-07,78.78192901611328,78.90673409870159,76.129869054129,77.00349039727908,3996075,MMM
2023-06-08,78.5947265625,79.05494308976702,77.67430774293432,78.62592961315788,3768476,MMM
2023-06-09,77.92390441894531,79.24214067407031,76.5978745192778,78.54792267613215,5398266,MMM
2023-06-12,78.98473358154297,79.9051594877789,78.16571758655016,78.27491402522871,4185880,MMM
2023-06-13,80.13917541503906,80.45118461481368,78.6571441717088,78.9847477816097,3926827,MMM
2023-06-14,79.52296447753906,80.86459620026314,78.9145476088089,80.46678571820765,3888196,MMM
2023-06-15,80.97379302978516,81.1922001620296,79.2655469048881,79.48395403713253,3375590,MMM
2023-06-16,81.54320526123047,81.81621061521234,80.4745790169415,81.31699736801015,7412210,MMM
2023-06-20,79.79595947265625,80.28737193845251,78.84433759206165,80.1703676146945,3284455,MMM
2023-06-21,79.14855194091797,79.78816471210185,78.62593638480915,79.30455297267459,3011648,MMM
2023-06-22,78.33731842041016,79.02373567458305,77.72110090885613,79.0081341501158,3103500,MMM
2023-06-23,78.56352233886719,80.73197042862708,77.59629904538146,80.57596942676813,9342315,MMM
2023-06-26,78.32172393798828,78.69613208893105,77.58850916197275,78.00191401010615,4371858,MMM
2023-06-27,76.6446762084961,78.17351888782584,76.49647595677936,77.93951024908112,6493562,MMM
2023-06-28,76.88648223876953,77.43249288192317,76.26246397446508,76.64467284816935,4539538,MMM
2023-06-29,77.40909576416016,77.5807054246666,76.37947338854227,76.51987999850496,4182292,MMM
2023-06-30,78.0721206665039,78.31392296438548,77.37790258954648,78.00971456319171,6084052,MMM
2023-07-03,78.8911361694336,79.12514482026694,77.93951427534883,78.15792140046203,1913002,MMM
2023-07-05,76.93329620361328,79.07054889715224,76.88649873836388,78.61814018481044,4716306,MMM
2023-07-06,75.1236343383789,76.50426951856086,74.54642067578625,76.44186342477788,6137035,MMM
2023-07-07,75.8880615234375,77.2140915371397,75.01444015873723,75.03004168413112,4770126,MMM
2023-07-10,75.81006622314453,76.83968867756452,75.56825679789193,75.75546088051375,4506408,MMM
2023-07-11,79.49955749511719,79.58535877397996,76.73828657496044,77.01909270146176,7477392,MMM
2023-07-12,79.2265396118164,81.33258878650146,79.18753580145854,80.71637128774891,4345307,MMM
2023-07-13,80.2327651977539,80.27956977343327,79.17193977468057,79.32794790946096,2980552,MMM
2023-07-14,79.79595947265625,80.22496583645663,79.21094497135041,80.14696532644604,2650097,MMM
2023-07-17,79.32795715332031,79.655560751314,78.62593825871461,79.48395818879493,2753312,MMM
2023-07-18,80.34976959228516,80.76318154122428,79.05494264209398,79.26554188038955,2978877,MMM
2023-07-19,80.71638488769531,80.93479202753166,80.0299675321274,80.22497238180596,2498324,MMM
2023-07-20,81.34819793701172,81.6914030304018,79.95976180287697,80.47457656044641,3428095,MMM
2023-07-21,81.37939453125,81.54319630214545,80.51357398618532,81.25458945379056,2992392,MMM
2023-07-24,81.33260345458984,82.37002670488536,81.10639554868554,81.53540907005888,3986746,MMM
2023-07-25,85.66949462890625,86.46511544278812,83.46984336477743,83.89105605859345,10499564,MMM
2023-07-26,87.86135864257812,88.19676297559549,85.67730162659812,85.67730162659812,6691620,MMM
2023-07-27,86.7303237915039,88.25136574247539,86.15311006164319,86.15311006164319,6713746,MMM
2023-07-28,87.26853942871094,87.68195137165081,86.62112596301034,87.26073866620385,3479762,MMM
2023-07-31,86.9721450805664,87.5727611803813,86.47293179133695,87.268552748625,8661312,MMM
2023-08-01,86.23892211914062,87.2997475898894,86.05951168845752,86.97213689786287,3414819,MMM
2023-08-02,84.9518814086914,85.7240999354323,84.36686694191897,85.41209079632358,3810934,MMM
2023-08-03,83.6102523803711,84.89727855085215,83.40744678990464,84.63207397773604,3374514,MMM
2023-08-04,82.29981994628906,84.22646601177757,81.95661485238952,83.89886244350697,3487775,MMM
2023-08-07,82.08140563964844,83.1110350662146,81.8162010796169,82.68202161889808,3001242,MMM
2023-08-08,81.21559143066406,81.43399855241184,79.99096420780016,81.36379880523728,3483350,MMM
2023-08-09,80.89578247070312,81.66020022115075,80.6617738412877,81.04398271651151,2565540,MMM
2023-08-10,81.04399108886719,82.56502598474883,80.63057912235094,81.1765969415661,2633951,MMM
2023-08-11,81.5510025024414,81.73820657237214,80.68518189964071,80.98939029264922,1947925,MMM
2023-08-14,80.6695785522461,81.36379659484486,80.26396737072915,81.24679227440973,3653062,MMM
2023-08-15,78.8911361694336,80.2483692623045,78.7195336214808,79.9909654403753,4000859,MMM
2023-08-16,78.61812591552734,79.35134063874177,78.36072210966175,78.60252439078084,3412666,MMM
2023-08-17,79.40594482421875,80.12356512976737,78.85993417090998,78.96132984532451,4071304,MMM
2023-08-18,79.17636108398438,79.55636856174632,78.83594072845906,79.15261603456982,3150742,MMM
2023-08-21,78.52718353271484,79.2476113722949,78.0046696342644,79.16844435105756,2754029,MMM
2023-08-22,77.98882293701172,78.9467661426261,77.6721549001712,78.90717902605785,3097879,MMM
2023-08-23,78.891357421875,79.31095203222478,77.34757519940088,78.17883977153018,3904820,MMM
2023-08-24,77.98091888427734,79.6988772311517,77.97300145960617,78.59051724039172,2272400,MMM
2023-08-25,78.3371810913086,78.70135372939626,77.60091116655788,78.36092614132434,2617566,MMM
2023-08-28,82.43018341064453,83.64146265320592,81.21891139201048,83.37229189616806,9135646,MMM
2023-08-29,83.57813262939453,84.59148351249175,83.03186645297981,83.11895089943744,6270867,MMM
2023-08-30,82.69145202636719,83.79980486004727,82.02643165744549,83.51479922647856,3915584,MMM
2023-08-31,84.44898223876953,85.76317355178666,83.51479117662167,83.87105360218904,7781296,MMM
2023-09-01,84.670654296875,85.739427108343,84.00563400286747,84.94774247408118,4354038,MMM
2023-09-05,84.59148406982422,85.70776147982215,84.21939400780077,84.55190417058864,5817583,MMM
2023-09-06,84.21148681640625,84.55983187078968,83.39604977157511,84.33024097639897,3210423,MMM
2023-09-07,83.87896728515625,84.54398033638748,83.09519287343922,84.06105359004707,3476652,MMM
2023-09-08,84.10855865478516,84.22731280227846,83.45938039184426,83.98188708253046,3317824,MMM
2023-09-11,85.41483306884766,85.67608639351279,84.54398142937009,84.71023288834543,3398314,MMM
2023-09-12,84.83689880371094,86.1352623643352,84.76564921516785,85.14565665263318,3823134,MMM
2023-09-13,79.99971771240234,85.08232870804387,79.57220567578666,84.82107536562741,9059820,MMM
2023-09-14,81.0051498413086,81.99475558148268,80.12638081090522,80.43513866871076,5004184,MMM
2023-09-15,80.00763702392578,81.07640991674266,79.68304427647267,80.66473271976365,7178631,MMM
2023-09-18,79.9917984008789,80.67264633917847,79.25552849117769,80.0076332498508,5141006,MMM
2023-09-19,79.35054016113281,80.15805246956866,79.06552731824053,79.96804872359226,3192483,MMM
2023-09-20,78.36883544921875,79.88095504141948,78.36091802539099,79.20802458354724,2936300,MMM
2023-09-21,77.18132019042969,78.55094080793342,77.11007058917207,78.0205094511917,4252856,MMM
2023-09-22,76.82505798339844,77.42673888675654,76.47672020983705,77.26048742427744,4172724,MMM
2023-09-25,75.04376983642578,76.71422360827928,74.22833289989336,76.45297027013528,5315263,MMM
2023-09-26,74.32333374023438,75.2971119302056,74.11750237674615,74.70334844125914,4159927,MMM
2023-09-27,73.99082946777344,74.71125728673444,73.69790644082966,74.52125355163183,3669089,MMM
2023-09-28,73.83248901367188,74.29167073179958,73.15955850916066,73.66623754962004,4883866,MMM
2023-09-29,74.11751556396484,74.68752688102906,73.90375951408359,74.41835607418129,3640744,MMM
2023-10-02,71.42577362060547,73.49206970988303,70.70533855955503,73.34956329299986,9823466,MMM
2023-10-03,70.29365539550781,71.20409411891664,69.79489381478311,71.05367751428112,6428620,MMM
2023-10-04,69.68406677246094,70.34907982876804,69.12196578150629,70.14324125020894,7799475,MMM
2023-10-05,69.53364562988281,69.85823835847026,68.52028754605155,69.66823462074282,5812799,MMM
2023-10-06,69.98490142822266,70.62616944933586,68.3461174141454,69.19321679411384,5331888,MMM
2023-10-09,70.49949645996094,70.52324873224656,69.62864482483184,69.72364669004725,2822082,MMM
2023-10-10,71.75827026367188,72.03536564866067,70.62616534803745,71.2515984843209,4435844,MMM
2023-10-11,71.56035614013672,72.02745529420864,71.05368431105697,71.88494887582978,2536955,MMM
2023-10-12,70.47575378417969,71.6711982982117,70.03241409411503,71.6711982982117,2796128,MMM
2023-10-13,70.20658111572266,71.13285482078533,69.87407816308058,70.61825831797273,2809284,MMM
2023-10-16,71.2041015625,71.36243560750277,70.10365900034074,70.39658204034518,3186862,MMM
2023-10-17,71.68702697753906,72.074951881925,70.52325226438123,70.59450186087953,2535759,MMM
2023-10-18,69.98490142822266,71.09326136076044,69.77115264511215,71.02992919064553,3214130,MMM
2023-10-19,68.9240493774414,70.30949755419357,68.89237967888738,69.66823672596777,3667295,MMM
2023-10-20,68.5202865600586,69.1298848864652,68.39362221934789,68.64695812469657,3056258,MMM
2023-10-23,67.7681884765625,68.7419594162262,67.57026731894216,68.08486377354048,4158014,MMM
2023-10-24,71.34661102294922,71.90870485298593,70.00074268735418,71.33869359796888,7675928,MMM
2023-10-25,70.76866912841797,71.5761813102759,70.22240302641752,70.77657932799335,4618593,MMM
2023-10-26,70.18283081054688,71.68703323639664,69.90574260092595,71.06159999050772,4623975,MMM
2023-10-27,69.2882308959961,70.64992683139648,68.85280142617576,70.55492495739013,3962109,MMM
2023-10-30,70.87158203125,71.03784070284667,69.49405146045846,69.71572487330292,3161626,MMM
2023-10-31,72.00370788574219,72.49455212277039,70.78451110631522,70.8399330820681,5555659,MMM
2023-11-01,71.6949462890625,72.32037949680762,70.91117903516988,72.16995565143262,4181934,MMM
2023-11-02,73.08039855957031,73.15164816192461,72.07495780575555,72.51830471802236,3144404,MMM
2023-11-03,74.30751037597656,75.0675253737494,73.68207715343478,74.03833237765883,3266396,MMM
2023-11-06,74.03833770751953,74.35501305403093,73.60291542700365,74.28376344884258,2578217,MMM
2023-11-07,73.74539947509766,73.98290774213085,73.28622501261724,73.5633131748714,2636223,MMM
2023-11-08,73.08831024169922,73.94332707455077,72.25703845848128,73.94332707455077,4142466,MMM
2023-11-09,72.59747314453125,73.79291767694669,72.55788601805597,73.294156002999,2540543,MMM
2023-11-10,73.47623443603516,73.67415559927278,72.56579564035665,72.83497362358754,2864420,MMM
2023-11-13,73.3812255859375,73.72956333261344,72.77162730532788,73.38914300962803,2551307,MMM
2023-11-14,75.186279296875,75.59795649407236,74.36292490248027,74.41834687652565,3972394,MMM
2023-11-15,76.65089416503906,76.95173463661072,75.55836900237648,75.55836900237648,4533079,MMM
2023-11-16,76.96450805664062,77.55957327842027,76.32119073371885,77.10924968485372,3661913,MMM
2023-11-17,76.66697692871094,77.47916194612685,76.4016050425095,77.40678379301367,9073693,MMM
2023-11-20,76.37748718261719,76.5945996315627,75.95933164371738,76.40964791342013,3986627,MMM
2023-11-21,75.58137512207031,76.20055898503645,75.38033939916285,76.08797809969558,3239605,MMM
2023-11-22,76.69110107421875,77.02079441311541,76.09602851810772,76.36944241452825,2863463,MMM
2023-11-24,77.15750885009766,77.18163490287756,76.49007275310481,76.63481439456963,1267640,MMM
2023-11-27,78.05814361572266,78.37176026828243,77.14946172628744,77.19770649104683,3939504,MMM
